TOMO 05 — ARMADURAS Y EQUIPO

Fuente de armaduras, ropa, piezas, servoarmaduras, resistencias y equipo.

Edición 5.1 — Versión refinada para lectura de libro

Nota editorial: esta versión conserva la información útil de las iteraciones anteriores, unifica fichas heredadas bajo IDs maestros y retira del cuerpo principal títulos técnicos repetidos, separadores visuales y marcas internas de trabajo. Las fuentes, alias y notas de trazabilidad no se pierden: se conservan en apéndice cuando corresponde.
## Balance defensivo para publicación

Las armaduras no se eliminan por ser fuertes. Se clasifican por etapa, rareza, coste de mantenimiento y presión táctica. Una defensa alta debe tener al menos una contrapartida: peso, ruido, mantenimiento, núcleo, coste, penalización social o dependencia de reparación.

### Prueba de armadura
1. Comparar DR/ER/RR contra armas de su misma etapa.
2. Confirmar que no anule todo daño común sin inmunidad explícita.
3. Aplicar daño mínimo del Tomo 01 si corresponde.
4. Marcar REQUIERE_BALANCE_DEFENSIVO si bloquea demasiado el combate.

TOMO 05 — ARMADURAS: ANTI-BLOQUEO Y PROGRESION DEFENSIVA

1. REGLA ANTI-INMORTALIDAD
Ninguna armadura comun debe anular por completo todas las armas de su misma etapa. Si lo hace, marcar REQUIERE_BALANCE_DEFENSIVO antes de modificar valores.

2. PROGRESION DEFENSIVA RECOMENDADA
| Etapa | DR/ER esperado | Riesgo |
|---|---|---|
| Inicio | bajo | no bloquear armas simples |
| Temprana | bajo-medio | proteger sin volver invulnerable |
| Media | medio | exigir armas mejores |
| Alta | alto | premiar preparacion |
| Final | muy alto | requerir tactica, criticos, debilidades o antiblindaje |

3. ARMADURA PESADA
Una armadura pesada puede dar gran defensa, pero debe tener al menos una presion:
- peso alto,
- penalizacion de sigilo,
- mantenimiento,
- consumo de nucleo si es servoarmadura,
- ruido,
- limitacion social o de movilidad.


Resultado de auditoría:
- No se modifican DR, ER, RR, peso ni valores de equipo.
- Regla anti-bloqueo: ninguna armadura común debe anular totalmente armas comunes; siempre debe existir daño mínimo, desgaste, crítico, penetración, mod o condición narrativa.
- Servoarmadura y armadura pesada deben exigir coste logístico: peso, núcleo, reparación, ruido, calor, mantenimiento o penalización social según Tomo 01/Tomo 10.
- Si una pieza protege demasiado para su etapa, marcar REQUIERE_REVISIÓN_DE_ETAPA antes de editar.
- Información eliminada: 0.

Criterio aplicado:
- No se cambian valores de PV, AP, daño, DR, ER ni RR en fichas existentes.
- La simulación se agrega como capa de auditoría para decidir ajustes posteriores sin destruir datos.
- AP sigue significando Puntos de Acción.
- Fórmula provisional de test: mitigación por tramo de defensa + daño mínimo táctico. No reemplaza Tomo 01; sirve para detectar bloqueos.

### Distribución real detectada en los tomos
| Métrica | Muestras | P10 | P25 | P50 | P75 | P90 |
|---|---:|---:|---:|---:|---:|---:|
| PV enemigos Tomo 03 | 213 | 85.0 | 210.0 | 500.0 | 1000.0 | 1800.0 |
| DR enemigos Tomo 03 | 213 | 15.0 | 45.0 | 95.0 | 180.0 | 260.0 |
| ER enemigos Tomo 03 | 213 | 5.0 | 35.0 | 80.0 | 140.0 | 208.0 |
| Amenaza enemigos Tomo 03 | 213 | 1.1 | 1.5 | 2.2 | 3.1 | 4.2 |
| Daño base armas Tomo 04 | 106 | 22.0 | 28.0 | 45.0 | 55.0 | 150.0 |
| Coste AP armas Tomo 04 | 99 | 20.0 | 25.0 | 28.0 | 35.0 | 42.0 |
| DR armaduras Tomo 05 | 293 | 0.0 | 5.0 | 35.0 | 35.0 | 35.0 |
| ER armaduras Tomo 05 | 293 | 0.0 | 5.0 | 35.0 | 35.0 | 35.0 |

### Fórmula de test usada en esta simulación
- Defensa 0–25: reduce 0 daño.
- Defensa 26–75: reduce 5 daño.
- Defensa 76–150: reduce 10 daño.
- Defensa 151–250: reduce 20 daño.
- Defensa 251–400: reduce 35 daño.
- Defensa 401+: reduce 50 daño.
- Si el arma puede afectar al objetivo pero el cálculo baja a 0, usar daño mínimo táctico: máximo entre 1 y 10% del daño base.
- Rondas de referencia: se calcula con presupuesto abstracto de 100 AP tácticos para comparar armas; no sustituye la economía oficial del Tomo 01.

### Resultado de simulación representativa
| Arma | Enemigo | Amenaza | PV | DR/ER | Daño efectivo | Impactos | Rondas ref. | Estado |
|---|---|---:|---:|---:|---:|---:|---:|---|
| Pipe pistol | B-137 Cat | 1.1 | 10 | 0/0 | 16.0 | 1 | 1 | OK |
| Pipe pistol | B-092 Raider | 1.0 | 70 | 10/5 | 16.0 | 5 | 1 | OK |
| Pipe pistol | B-001 Feral Ghoul | 1.5 | 45 | 5/0 | 16.0 | 3 | 1 | OK |
| Pipe pistol | B-004 Withered Feral Ghoul | 2.1 | 220 | 45/25 | 11.0 | 20 | 4 | LARGO |
| Pipe pistol | B-150 Synth eradicator | 4.0 | 1000 | 180/240 | 1.6 | 625 | 125 | OK |
| Pipe pistol | B-181 Gunner con servoarmadura | 4.2 | 900 | 220/180 | 1.6 | 563 | 113 | OK |
| Pipe pistol | B-132 Legendary Deathclaw | 7.0 | 2800 | 350/260 | 1.6 | 1750 | 350 | OK |
| Pipe pistol | B-068 Ancient Behemoth | 5.8 | 4200 | 320/160 | 1.6 | 2625 | 525 | OK |
| Pipe pistol | B-022 Red Widow Bloodbug | 1.6 | 180 | 35/20 | 11.0 | 17 | 4 | OK |
| Pipe pistol | B-154 F6-33 | 2.5 | 500 | 90/130 | 6.0 | 84 | 17 | LARGO |
| 10mm Pistol | B-137 Cat | 1.1 | 10 | 0/0 | 18.0 | 1 | 1 | OK |
| 10mm Pistol | B-092 Raider | 1.0 | 70 | 10/5 | 18.0 | 4 | 1 | OK |
| 10mm Pistol | B-001 Feral Ghoul | 1.5 | 45 | 5/0 | 18.0 | 3 | 1 | OK |
| 10mm Pistol | B-004 Withered Feral Ghoul | 2.1 | 220 | 45/25 | 13.0 | 17 | 4 | OK |
| 10mm Pistol | B-150 Synth eradicator | 4.0 | 1000 | 180/240 | 1.8 | 556 | 112 | OK |
| 10mm Pistol | B-181 Gunner con servoarmadura | 4.2 | 900 | 220/180 | 1.8 | 500 | 100 | OK |
| 10mm Pistol | B-132 Legendary Deathclaw | 7.0 | 2800 | 350/260 | 1.8 | 1556 | 312 | OK |
| 10mm Pistol | B-068 Ancient Behemoth | 5.8 | 4200 | 320/160 | 1.8 | 2334 | 467 | OK |
| 10mm Pistol | B-022 Red Widow Bloodbug | 1.6 | 180 | 35/20 | 13.0 | 14 | 3 | OK |
| 10mm Pistol | B-154 F6-33 | 2.5 | 500 | 90/130 | 8.0 | 63 | 13 | LARGO |
| Combat Rifle | B-137 Cat | 1.1 | 10 | 0/0 | 33.0 | 1 | 1 | OK |
| Combat Rifle | B-092 Raider | 1.0 | 70 | 10/5 | 33.0 | 3 | 1 | OK |
| Combat Rifle | B-001 Feral Ghoul | 1.5 | 45 | 5/0 | 33.0 | 2 | 1 | OK |
| Combat Rifle | B-004 Withered Feral Ghoul | 2.1 | 220 | 45/25 | 28.0 | 8 | 2 | OK |
| Combat Rifle | B-150 Synth eradicator | 4.0 | 1000 | 180/240 | 13.0 | 77 | 20 | OK |
| Combat Rifle | B-181 Gunner con servoarmadura | 4.2 | 900 | 220/180 | 13.0 | 70 | 18 | OK |
| Combat Rifle | B-132 Legendary Deathclaw | 7.0 | 2800 | 350/260 | 3.3 | 849 | 213 | OK |
| Combat Rifle | B-068 Ancient Behemoth | 5.8 | 4200 | 320/160 | 3.3 | 1273 | 319 | OK |
| Combat Rifle | B-022 Red Widow Bloodbug | 1.6 | 180 | 35/20 | 28.0 | 7 | 2 | OK |
| Combat Rifle | B-154 F6-33 | 2.5 | 500 | 90/130 | 23.0 | 22 | 6 | LARGO |
| Combat shotgun | B-137 Cat | 1.1 | 10 | 0/0 | 55.0 | 1 | 1 | OK |
| Combat shotgun | B-092 Raider | 1.0 | 70 | 10/5 | 55.0 | 2 | 1 | OK |
| Combat shotgun | B-001 Feral Ghoul | 1.5 | 45 | 5/0 | 55.0 | 1 | 1 | OK |
| Combat shotgun | B-004 Withered Feral Ghoul | 2.1 | 220 | 45/25 | 50.0 | 5 | 3 | OK |
| Combat shotgun | B-150 Synth eradicator | 4.0 | 1000 | 180/240 | 35.0 | 29 | 15 | OK |
| Combat shotgun | B-181 Gunner con servoarmadura | 4.2 | 900 | 220/180 | 35.0 | 26 | 13 | OK |
